age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,age_group
35,Private,166606,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,30-39
73,Self-emp-not-inc,336007,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,70-79
36,Local-gov,101481,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,30-39
49,Private,233639,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,<=50K,40-49
68,Local-gov,31725,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,60-69
30,Private,293512,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,Black,Male,40,United-States,<=50K,20-29
28,Private,375655,Bachelors,13,Never-married,Sales,Unmarried,White,Male,50,United-States,<=50K,20-29
28,Private,105817,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,20-29
25,Local-gov,203408,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,20-29
26,Private,162302,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,40,Philippines,<=50K,20-29
32,Local-gov,100135,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,30-39
36,Private,414683,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,<=50K,30-39
26,Private,194352,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,20-29
24,Private,194096,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,45,United-States,<=50K,20-29
20,Private,215495,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,Mexico,<=50K,10-19
27,Private,164607,Bachelors,13,Separated,Tech-support,Own-child,White,Male,50,United-States,<=50K,20-29
58,Local-gov,34878,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K,50-59
28,Private,22422,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,20-29
45,Local-gov,56841,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,40-49
23,Private,300275,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,48,United-States,<=50K,20-29
69,Local-gov,197288,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,<=50K,60-69
58,Self-emp-not-inc,157786,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,50-59
58,Self-emp-not-inc,140729,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,United-States,<=50K,50-59
31,Private,61308,10th,6,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,30-39
46,Private,171199,Bachelors,13,Divorced,Machine-op-inspct,Unmarried,Other,Female,40,Puerto-Rico,<=50K,40-49
48,Private,128432,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,40-49
46,Federal-gov,195023,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,40-49
43,Private,171888,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,40-49
20,Private,219262,Some-college,10,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,10-19
22,Private,71379,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,35,United-States,<=50K,20-29
19,,234519,Some-college,10,Never-married,,Own-child,White,Male,35,United-States,<=50K,10-19
35,Private,96824,Some-college,10,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,30-39
29,Private,242597,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,20-29
18,,127388,Some-college,10,Never-married,,Own-child,White,Female,40,United-States,<=50K,10-19
25,Private,204536,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,35,United-States,<=50K,20-29
54,Private,143804,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,50-59
26,Self-emp-not-inc,201930,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,20-29
25,Local-gov,176616,HS-grad,9,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,20-29
46,Private,353219,9th,5,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,40-49
41,Private,126076,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Female,50,United-States,<=50K,40-49
31,Private,156493,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,30-39
22,Federal-gov,100345,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,43,United-States,<=50K,20-29
46,Private,110794,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,40-49
34,Local-gov,143766,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,40,United-States,<=50K,30-39
30,Federal-gov,76313,HS-grad,9,Married-civ-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,48,United-States,<=50K,20-29
31,Private,121308,11th,7,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,30-39
21,Private,216672,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,20-29
30,State-gov,158291,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,20-29
54,Private,225307,11th,7,Divorced,Craft-repair,Own-child,White,Female,50,United-States,>50K,50-59
36,Private,286115,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,30-39
50,Private,187830,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K,40-49
26,Private,142506,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,Female,35,United-States,<=50K,20-29
47,Local-gov,148576,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,<=50K,40-49
36,Private,185325,HS-grad,9,Never-married,Other-service,Own-child,White,Male,37,United-States,<=50K,30-39
21,Private,383603,10th,6,Never-married,Other-service,Not-in-family,White,Female,35,United-States,<=50K,20-29
30,Private,140790,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,20-29
34,Private,226629,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,40,Mexico,<=50K,30-39
51,Private,228516,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,45,Columbia,<=50K,50-59
55,Self-emp-not-inc,119762,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K,50-59
43,Private,299197,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,40-49
28,Local-gov,202558,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,20-29
39,Private,175232,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,30-39
35,Self-emp-not-inc,157473,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,30-39
26,Private,105787,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,36,United-States,<=50K,20-29
21,Private,205838,HS-grad,9,Never-married,Other-service,Own-child,White,Male,37,United-States,<=50K,20-29
23,Local-gov,304386,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,20-29
33,Private,183557,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,30-39
31,Private,342730,Assoc-acdm,12,Separated,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K,30-39
56,Self-emp-not-inc,67841,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,50-59
21,Private,351381,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,20-29
41,Private,343944,11th,7,Widowed,Other-service,Unmarried,White,Female,40,United-States,<=50K,40-49
47,State-gov,72333,HS-grad,9,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,United-States,<=50K,40-49
35,Private,334999,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,30-39
44,Self-emp-not-inc,274363,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,50,United-States,<=50K,40-49
44,Private,187720,Assoc-voc,11,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,40-49
57,Private,104996,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,42,United-States,<=50K,50-59
24,Private,214555,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,20-29
38,Private,52963,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,<=50K,30-39
25,Private,75821,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,20-29
50,Local-gov,226497,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,52,United-States,>50K,40-49
27,Private,187746,Some-college,10,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,20-29
22,Private,157145,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,50,United-States,<=50K,20-29
30,Private,227551,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,20-29
39,Private,169249,HS-grad,9,Separated,Other-service,Other-relative,Black,Male,40,United-States,<=50K,30-39
34,State-gov,221966,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,<=50K,30-39
19,Private,323810,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,10-19
29,Private,210498,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,20-29
38,Private,161141,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,<=50K,30-39
35,State-gov,318891,Assoc-acdm,12,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,30-39
29,Local-gov,375655,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,20-29
22,Private,228465,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K,20-29
33,,102130,Some-college,10,Never-married,,Own-child,White,Male,40,United-States,<=50K,30-39
41,Private,34037,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,40-49
27,Self-emp-not-inc,116613,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,50,United-States,<=50K,20-29
25,Private,175540,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,50,United-States,<=50K,20-29
36,Private,176634,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,35,United-States,>50K,30-39
25,Local-gov,206002,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,40,United-States,<=50K,20-29
26,Local-gov,202286,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,40,United-States,<=50K,20-29
53,Local-gov,324021,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,50-59
37,Self-emp-not-inc,107737,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,30-39
41,State-gov,129865,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,40-49
28,Private,172891,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,20-29
53,Local-gov,207449,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,50-59
33,Private,408813,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,<=50K,30-39
27,Private,244402,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K,20-29
37,Self-emp-not-inc,298444,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,30-39
42,Private,155972,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K,40-49
49,Private,291783,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,40-49
35,Private,153535,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Black,Female,36,United-States,<=50K,30-39
31,Private,308540,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,30-39
27,Private,34701,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,20-29
46,Federal-gov,106252,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,40-49
54,Private,138944,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,<=50K,50-59
37,Private,140713,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,Jamaica,>50K,30-39
36,Federal-gov,359249,Some-college,10,Separated,Adm-clerical,Not-in-family,Black,Male,40,United-States,<=50K,30-39
32,Private,231413,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,30-39
53,Local-gov,197054,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,50-59
26,Private,130931,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,<=50K,20-29
35,Private,30565,HS-grad,9,Married-AF-spouse,Other-service,Wife,White,Female,40,United-States,>50K,30-39
48,Private,105138,HS-grad,9,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,United-States,<=50K,40-49
30,Local-gov,178383,Some-college,10,Separated,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,<=50K,20-29
30,Private,130369,Assoc-voc,11,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,20-29
26,Local-gov,337867,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,40,United-States,<=50K,20-29
26,Local-gov,104614,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,20-29
48,Private,64479,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,47,United-States,<=50K,40-49
55,Private,284095,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,37,United-States,<=50K,50-59
50,Self-emp-not-inc,221336,Some-college,10,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,,<=50K,40-49
52,Private,208302,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,36,United-States,<=50K,50-59
24,,412156,HS-grad,9,Married-civ-spouse,,Wife,White,Female,40,Mexico,<=50K,20-29
54,Local-gov,129972,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,38,United-States,>50K,50-59
31,Self-emp-inc,203488,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,30-39
47,Private,128796,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,40-49
40,Private,55395,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,30-39
46,State-gov,314770,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,48,United-States,<=50K,40-49
45,Private,135044,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,40-49
56,Private,81220,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,Canada,<=50K,50-59
47,Private,151087,HS-grad,9,Separated,Prof-specialty,Other-relative,Other,Female,40,Puerto-Rico,<=50K,40-49
35,Private,322171,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,>50K,30-39
25,Private,190628,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Columbia,<=50K,20-29
43,Local-gov,106982,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,40-49
59,Private,227856,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,37,United-States,>50K,50-59
32,Private,257068,Some-college,10,Married-spouse-absent,Transport-moving,Not-in-family,White,Female,37,United-States,<=50K,30-39
58,,37591,Bachelors,13,Widowed,,Not-in-family,White,Female,40,United-States,<=50K,50-59
43,Self-emp-inc,150533,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,50,United-States,>50K,40-49
27,Private,211184,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,52,United-States,<=50K,20-29
65,Private,172906,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,60-69
50,Private,238959,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,>50K,40-49
51,State-gov,172022,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,50-59
44,Federal-gov,218062,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,40-49
29,Private,150717,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,20-29
50,Private,94391,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,40-49
43,Private,156771,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,40-49
23,Private,216639,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,20-29
41,Private,82161,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,40-49
50,State-gov,133014,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,40-49
52,Private,48947,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,<=50K,50-59
47,Private,201865,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,40-49
34,Private,155151,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,30-39
39,Private,24106,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,Philippines,>50K,30-39
19,,28967,Some-college,10,Never-married,,Not-in-family,White,Male,40,United-States,<=50K,10-19
45,Private,379393,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,45,United-States,<=50K,40-49
27,Private,154210,11th,7,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Male,35,India,<=50K,20-29
37,Private,335716,HS-grad,9,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K,30-39
39,Private,80004,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,30-39
24,Private,90046,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,20-29
37,Private,193855,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,30-39
44,Private,86298,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,40-49
25,Private,323139,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,35,United-States,<=50K,20-29
44,Private,237993,Prof-school,15,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,,<=50K,40-49
24,Private,36058,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K,20-29
45,Local-gov,93535,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,40-49
33,Self-emp-not-inc,112952,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,48,United-States,<=50K,30-39
31,Local-gov,33124,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K,30-39
46,Private,171095,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,38,United-States,<=50K,40-49
58,Private,199278,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,38,United-States,<=50K,50-59
56,Private,235205,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,40,United-States,<=50K,50-59
24,Private,145964,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Male,40,United-States,>50K,20-29
51,Private,153870,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,50-59
21,Private,267040,10th,6,Never-married,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K,20-29
45,Private,167187,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,40-49
39,Private,181661,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,30-39
20,Federal-gov,178517,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,10-19
44,Private,57233,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K,40-49
33,Private,379798,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,30-39
25,Private,122175,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,20-29
38,Private,107302,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,30-39
49,Self-emp-not-inc,241753,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,40-49
28,Private,173611,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,20-29
29,Private,232666,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,20-29
52,Private,279129,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,37,United-States,>50K,50-59
27,Private,177057,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,20-29
21,Private,251603,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,20-29
41,Federal-gov,19914,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,Philippines,>50K,40-49
61,Private,115023,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,60-69
32,Private,101709,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,United-States,>50K,30-39
21,Private,313702,Some-college,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,20-29
63,Private,250068,12th,8,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,60-69
34,Private,227359,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,42,United-States,<=50K,30-39
44,Private,118550,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,33,United-States,<=50K,40-49
26,Private,285004,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,35,South,<=50K,20-29
36,Private,280169,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,30-39
39,Private,144608,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,,>50K,30-39
44,Self-emp-not-inc,167280,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,40-49
42,Private,334783,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,<=50K,40-49
60,,141580,HS-grad,9,Married-civ-spouse,,Husband,White,Male,50,United-States,>50K,50-59
31,Private,226443,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,30-39
30,Private,366065,Some-college,10,Never-married,Craft-repair,Unmarried,Black,Male,40,United-States,<=50K,20-29
38,Private,197711,10th,6,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,40,Portugal,<=50K,30-39
21,Private,30619,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,38,United-States,<=50K,20-29
28,Local-gov,335015,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,20-29
34,Private,61272,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,30-39
47,Private,106544,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,40-49
36,Private,144169,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,30-39
42,State-gov,192397,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,38,United-States,<=50K,40-49
43,Private,114351,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,35,United-States,<=50K,40-49
53,Private,132304,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,Scotland,<=50K,50-59
19,Private,125938,12th,8,Never-married,Other-service,Own-child,White,Male,40,El-Salvador,<=50K,10-19
37,Private,170174,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,46,United-States,>50K,30-39
31,Private,114937,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,<=50K,30-39
53,Local-gov,231196,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,50-59
56,Private,314149,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,50-59
55,Federal-gov,31728,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,50-59
62,Private,141308,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,60-69
43,Private,83411,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,40-49
28,Local-gov,296537,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,20-29
46,Private,193047,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,40-49
62,State-gov,39630,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,60-69
60,Local-gov,259803,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,>50K,50-59
23,Federal-gov,55465,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,20-29
51,Private,200450,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,48,United-States,<=50K,50-59
61,Local-gov,176731,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,60-69
76,Private,125784,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,70-79
24,Private,152176,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,39,United-States,<=50K,20-29
58,Federal-gov,30111,Some-college,10,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K,50-59
44,Private,195881,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Female,45,United-States,<=50K,40-49
40,Private,149466,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Black,Male,35,United-States,<=50K,30-39
62,Local-gov,167889,Doctorate,16,Widowed,Prof-specialty,Unmarried,White,Female,40,Iran,<=50K,60-69
42,Private,177989,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,40-49
35,Private,186035,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,30-39
60,Private,54800,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K,50-59
20,Private,100605,HS-grad,9,Never-married,Sales,Own-child,Other,Male,40,Puerto-Rico,<=50K,10-19
18,Private,203301,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,10-19
40,Private,175696,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,30-39
51,Private,93193,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,50-59
41,Local-gov,158688,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,50,United-States,<=50K,40-49
41,Private,210844,Some-college,10,Married-spouse-absent,Sales,Unmarried,Black,Female,40,United-States,<=50K,40-49
